ID de la réponse;Date de soumission;Dernière page;Date de lancement;Date de la dernière action;Avez-vous été confronté, que ce soit en tant que victime ou témoin, à des contenus haineux ou injurieux sur internet ?;De quelle nature étaient-ils ?  [Raciste];De quelle nature étaient-ils ?  [Antisémite];De quelle nature étaient-ils ?  [Xénophobe];De quelle nature étaient-ils ?  [Sexiste];De quelle nature étaient-ils ?  [LGBTphobe];De quelle nature étaient-ils ?  [En raison de votre religion];De quelle nature étaient-ils ?  [En raison d'un handicap];De quelle nature étaient-ils ?  [Diffamatoire];De quelle nature étaient-ils ?  [Injurieux];De quelle nature étaient-ils ?  [Harcèlement];De quelle nature étaient-ils ?  [Menace];De quelle nature étaient-ils ?  [Autre];Les avez-vous signalés au site qui les hébergeait ?;Si oui, quelle suite a été donnée à votre signalement ?;Si oui, quelle suite a été donnée à votre signalement ? [Autre];Si non, pourquoi ? ;Les avez-vous signalés à la justice ?;Si oui, une réponse judiciaire satisfaisante vous a-t-elle été apportée ?;Si oui, une réponse judiciaire satisfaisante vous a-t-elle été apportée ? [Autre];Si non, pourquoi ? ;Connaissez-vous la plateforme PHAROS, qui permet de signaler à la police et à la gendarmerie certains contenus et comportements illégaux observés sur internet ?;Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Par des dispositifs de signalement accessibles et simples d’usage];Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Par la mise en place par les opérateurs numériques d’outils de détection automatique];Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Par la suppression de l’anonymat sur internet];Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Je ne sais pas];Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Autre];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Personne, internet doit être un espace libre et non régulé];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Les opérateurs numériques eux-mêmes];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Une autorité indépendante (Défenseur des droits, CSA, HADOPI, ARCEP…)];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Une administration nationale (ministère de l’Intérieur, de l’Économie…)];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Une autorité ou une administration européenne];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [L’autorité judiciaire];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Je ne sais pas];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Autre];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Une peine de mise à l’épreuve, de travail d’intérêt général ou de stage];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Une peine d’amende];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Une peine de prison];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [L’interdiction temporaire d’accéder à internet ou à un ou plusieurs sites internet];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Je ne sais pas];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Autre];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Une peine de mise à l’épreuve, de travail d’intérêt général ou de stage];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Une peine d’amende];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Une peine de prison];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [L’interdiction temporaire d’exercer leur activité];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Je ne sais pas];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Autre];Vous avez ? ;Vous êtes ...
1313;09/05/2019 22:51;3;09/05/2019 22:48;09/05/2019 22:51;Oui, souvent;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Oui;Je ne sais pas;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Oui;Oui;Non;Non;Non;;Non;Non;Non;Non;Oui;Oui;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 40 et 59 ans;Une femme
1314;10/05/2019 08:21;3;10/05/2019 08:18;10/05/2019 08:21;Oui, souvent;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;;Oui;Autre;suites différente selon les cas;;Non;;;Vous pensez que cela est inutile;Non;Oui;Oui;Non;Non;;Non;Non;Non;Oui;Non;Oui;Non;;Non;Oui;Oui;Non;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
1315;10/05/2019 08:47;3;10/05/2019 08:43;10/05/2019 08:47;Oui, souvent;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Négationniste du génocide des Arméniens;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous pensez que cela est inutile;Oui;Oui;Non;Oui;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 60 et 69 ans;Une femme
1316;10/05/2019 10:39;3;10/05/2019 10:30;10/05/2019 10:39;Oui, de temps en temps;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;;Oui;Autre;traitement de la demande pas nécessairement de suppresion;;Oui;Autre;Signalement à Pharos très effficace, d'autant lorsque les contenus haineux sont hébergés en France;;Oui;Oui;Oui;Non;Non;;Non;Oui;Oui;Non;Non;Oui;Non;;Non;Oui;Oui;Non;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Je ne souhaite pas répondre
1317;10/05/2019 11:10;3;10/05/2019 11:06;10/05/2019 11:10;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;;Oui;Je ne sais pas;;;Non;;;Vous pensez que cela est inutile;Oui;Oui;Non;Non;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Entre 25 et 39 ans;Une femme
1318;10/05/2019 11:21;3;10/05/2019 11:19;10/05/2019 11:21;Oui, souvent;Oui;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;;Oui;Je ne sais pas;;;Non;;;Vous pensez que cela est inutile;Non;Oui;Non;Non;Non;;Non;Oui;Non;Non;Oui;Non;Non;;Non;Oui;Oui;Non;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Un homme
1319;10/05/2019 11:39;3;10/05/2019 11:37;10/05/2019 11:39;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Non;Oui;Non;Non;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 40 et 59 ans;Un homme
1320;10/05/2019 12:07;3;10/05/2019 12:05;10/05/2019 12:07;Oui, souvent;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Oui;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous pensez que cela est inutile;Oui;Oui;Non;Non;Non;;Non;Oui;Oui;Non;Non;Oui;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 25 et 39 ans;Un homme
1321;10/05/2019 14:40;3;10/05/2019 14:38;10/05/2019 14:40;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;;Oui;Je ne sais pas;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Non;Oui;Non;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Je ne souhaite pas répondre
1322;;1;10/05/2019 15:37;10/05/2019 15:38;Oui, de temps en temps;Oui;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;homophobe;Oui;Je ne sais pas;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;;
1323;10/05/2019 15:45;3;10/05/2019 15:39;10/05/2019 15:45;Oui, souvent;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;;Oui;Je ne sais pas;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Non;Oui;Non;;Non;Non;Oui;Non;Non;Oui;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Une femme
1324;10/05/2019 15:58;3;10/05/2019 15:52;10/05/2019 15:58;Oui, rarement;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous ne le souhaitez pas;Non;;;Vous ne le souhaitiez pas;Non;Non;Non;Oui;Non;;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Non;Non;;Non;Non;Non;Oui;Non;;Entre 60 et 69 ans;Une femme
1325;10/05/2019 16:05;3;10/05/2019 15:56;10/05/2019 16:05;Oui, souvent;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Fausses rumeurs injurieuses, menace terroriste,L'antichristianisme ou christianophobie, Racisme anti-blanc,;Oui;Je ne sais pas;;;Oui;Autre;Quand un contenu offensant est signaler à la plateforme signal.gouv aucune information sur le traitement de notre signalement est donné.;;Oui;Oui;Non;Oui;Non;;Oui;Non;Non;Non;Non;Oui;Non;Régulier et non censuré !;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 12 et 17 ans;Un homme
1326;10/05/2019 16:04;3;10/05/2019 15:58;10/05/2019 16:04;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous ne saviez pas que cela était possible;Non;Oui;Non;Oui;Non;;Non;Non;Non;Non;Non;Oui;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
1327;10/05/2019 16:13;3;10/05/2019 16:02;10/05/2019 16:13;Oui, rarement;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;;Oui;Je ne sais pas;;;Non;;;Vous ne le souhaitiez pas;Oui;Oui;Non;Non;Non;;Oui;Non;Non;Oui;Non;Non;Non;;Non;Non;Non;Non;Oui;;Non;Oui;Non;Non;Non;Essayons de leur faire payer des împot déjà.;Entre 18 et 24 ans;Un homme
1328;10/05/2019 16:16;3;10/05/2019 16:12;10/05/2019 16:16;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Oui;Non;Non;Oui;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Non;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 18 et 24 ans;Une femme
1329;10/05/2019 16:19;3;10/05/2019 16:14;10/05/2019 16:19;Oui, souvent;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Oui;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Oui;Non;Non;Non;Non;Par un dispositif de semi-anonymat. Tout pseudo devrait être obligatoirement rattaché à une identité vérifiée par le site hébergeur;Non;Oui;Non;Non;Non;Non;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
1330;10/05/2019 16:32;3;10/05/2019 16:30;10/05/2019 16:32;Oui, de temps en temps;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;;Oui;Je ne sais pas;;;Non;;;;Non;Oui;Non;Non;Non;;Non;Non;Oui;Non;Oui;Oui;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 18 et 24 ans;Une femme
1331;10/05/2019 17:01;3;10/05/2019 16:56;10/05/2019 17:01;Oui, souvent;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Oui;Non;Oui;Non;Non;;Non;Oui;Oui;Non;Non;Oui;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;Une vrai grosse amende qui les dissuade de laisser en ligne les contenus haineux ou les campagnes de harcèlement !;Entre 60 et 69 ans;Une femme
1332;10/05/2019 17:02;3;10/05/2019 17:00;10/05/2019 17:02;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Non;Non;Oui;Non;Non;;Oui;Non;Oui;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Un homme
1333;10/05/2019 17:29;3;10/05/2019 17:06;10/05/2019 17:29;Oui, de temps en temps;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;;Non;;;Vous ne le souhaitez pas;Non;;;Vous ne le souhaitiez pas;Oui;Non;Non;Non;Non;la plupart du temps cela est extrêmement subjectif donc je ne suis pas d'accord avec une politique de la pensée;Oui;Non;Non;Non;Non;Non;Non;la moindre parole est déjà triturée et retounée dans tous les sens pour mener devant les tribunaux politiques et journalistes auxquels la guerre est déclarée;Non;Non;Non;Non;Non;on ne convaic pas par la répression;Non;Non;Non;Non;Non;je ne pense pas qu'il faille mettre en cause leur responsabilité de façon systématique car tout est affaire d'appéciation;;Je ne souhaite pas répondre
1334;10/05/2019 17:19;3;10/05/2019 17:16;10/05/2019 17:19;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Non;Non;Non;Oui;Non;;Non;Non;Oui;Oui;Non;Oui;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Oui;Non;Non;;Entre 18 et 24 ans;Un homme
1335;;0;10/05/2019 17:51;10/05/2019 17:51;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;;
1336;10/05/2019 18:25;3;10/05/2019 18:23;10/05/2019 18:25;Oui, souvent;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Oui;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Non;Non;Oui;Oui;Non;;Non;Non;Oui;Oui;Non;Non;Non;;Non;Non;Non;Oui;Non;;Non;Non;Non;Non;Oui;;Entre 25 et 39 ans;Un homme
1337;10/05/2019 18:32;3;10/05/2019 18:29;10/05/2019 18:32;Oui, rarement;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous ne saviez pas que cela était possible;Non;Non;Oui;Non;Non;;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;;Non;Non;Non;Oui;Non;;Entre 40 et 59 ans;Une femme
1338;10/05/2019 19:13;3;10/05/2019 19:10;10/05/2019 19:13;Oui, de temps en temps;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;En raison de la religion d'un autre;Oui;Retrait du contenu;;;Non;;;Vous ne le souhaitiez pas;Non;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Un homme
1339;;0;10/05/2019 19:45;10/05/2019 19:45;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;;
1340;10/05/2019 22:50;3;10/05/2019 22:44;10/05/2019 22:50;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Non;;Oui;Je ne sais pas;;;Non;;;Vous pensez que cela est inutile;Oui;Oui;Oui;Non;Non;Par l'appréhension des personnes physiques dès lors qu'un comportement répété est identifié + suffisamment grave;Non;Oui;Oui;Non;Non;Oui;Non;;Non;Non;Non;Oui;Non;"Possibilité d'une échelle de sanctions sur le modèle de l'échelle des peines ; stages de sensibilisation spécifiques";Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Une femme
1341;10/05/2019 23:04;3;10/05/2019 23:00;10/05/2019 23:04;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Non;Oui;Non;Oui;Non;;Non;Non;Oui;Non;Non;Oui;Non;;Oui;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;;Entre 25 et 39 ans;Un homme
1342;10/05/2019 23:54;3;10/05/2019 23:51;10/05/2019 23:54;Oui, souvent;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;;Oui;Retrait du contenu;;;Non;;;Vous ne saviez pas que cela était possible;Non;Oui;Oui;Non;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Une femme
1343;11/05/2019 01:34;3;11/05/2019 01:33;11/05/2019 01:34;Oui, souvent;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Non;Non;Non;Oui;;Non;Non;Oui;Non;Non;Non;Non;;Non;Oui;Oui;Non;Non;;Non;Oui;Oui;Non;Non;;Entre 18 et 24 ans;Une femme
1344;11/05/2019 02:11;3;11/05/2019 02:08;11/05/2019 02:11;Oui, souvent;Oui;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Oui;Oui;Oui;Non;Non;;Non;Oui;Non;Non;Non;Non;Non;;Oui;Non;Oui;Non;Non;;Non;Oui;Non;Oui;Non;;Entre 25 et 39 ans;Un homme
1345;11/05/2019 10:34;3;11/05/2019 10:21;11/05/2019 10:34;Oui, de temps en temps;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;;Oui;Je ne sais pas;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Non;Non;Non;;Non;Non;Oui;Non;Non;Non;Non;;Non;Oui;Non;Non;Non;privation temporaire des droits civiques;Non;Oui;Non;Non;Non;;Entre 40 et 59 ans;Un homme
1346;11/05/2019 10:44;3;11/05/2019 10:39;11/05/2019 10:44;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Non;Oui;Oui;Oui;Non;Suppression de l‘anonymat sur l‘ordre du juge;Non;Oui;Non;Non;Non;Oui;Non;;Oui;Non;Non;Non;Non;Les mêmes que pour les propos publics;Non;Oui;Non;Non;Non;;Entre 40 et 59 ans;Un homme
1347;11/05/2019 11:16;3;11/05/2019 11:04;11/05/2019 11:16;Oui, de temps en temps;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Insultes reçues à cause de mes pensées economico-politiques, en opposition avec l'idéologie libérale dominante.;Oui;Aucune suite donnée au signalement;;;Non;;;Vous pensez que cela est inutile;Non;Oui;Non;Non;Non;"Ceux qui tiennent de tels propos doivent surtout prendre conscience de leurs actes néfastes, ce qui ne rime pas forcément avec sanction. La pédagogie du respect mutuel devrait revenir au cœur de l'espace publique, avant de songer à punir. ""Mieux vaut prévenir que guérir.""";Oui;Non;Non;Non;Non;Non;Non;Ou éventuellement une assemblée mixte de juristes et de citoyens tirés au sort (mandats d'1 ou 2 ans pour chaque membre). Ceci afin de mener des jugements éventuels, au moins à l'échelle nationale.;Oui;Non;Non;Non;Non;Encore une fois, la sensibilisation me paraît plus importante que la sanction.;Non;Non;Non;Non;Non;Instaurer des peines à leur encontre alors qu'ils ne font que proposer un support d'expression les incitera à automatiser les sanctions (ce qui est déjà le cas). Et cela est très mauvais à la fois pour la liberté d'expression et la démocratie.;Entre 25 et 39 ans;Un homme
1348;11/05/2019 11:10;3;11/05/2019 11:08;11/05/2019 11:10;Oui, de temps en temps;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;;Oui;Retrait du contenu;;;Non;;;Vous pensez que cela est inutile;Non;Non;Oui;Non;Non;;Non;Non;Oui;Non;Non;Non;Non;;Non;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Une femme
1349;11/05/2019 11:19;3;11/05/2019 11:16;11/05/2019 11:19;Oui, de temps en temps;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;;Oui;Aucune suite donnée au signalement;;;Oui;Autre;Rappel à la loi de l’auteur des propos;;Non;Oui;Non;Non;Non;;Non;Non;Oui;Non;Non;Non;Non;;Oui;Non;Non;Non;Non;Voire pour certains auteurs une injonction thérapeutique;Oui;Non;Non;Non;Non;;Entre 40 et 59 ans;Une femme
1350;11/05/2019 11:22;3;11/05/2019 11:20;11/05/2019 11:22;Oui, souvent;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous pensez que cela est inutile;Oui;Oui;Oui;Oui;Non;;Non;Oui;Non;Oui;Non;Oui;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Une femme
1351;11/05/2019 12:02;3;11/05/2019 11:57;11/05/2019 12:02;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Non;Oui;Oui;Oui;Non;;Non;Oui;Non;Oui;Non;Oui;Non;;Oui;Non;Non;Oui;Non;;Non;Non;Oui;Non;Non;;70 ans et plus;Une femme
1352;11/05/2019 13:58;3;11/05/2019 13:56;11/05/2019 13:58;Oui, souvent;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Oui;;Oui;Je ne sais pas;;;Oui;Je ne sais pas;;;Oui;Oui;Oui;Non;Non;;Non;Oui;Oui;Non;Oui;Non;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 25 et 39 ans;Un homme
1353;11/05/2019 15:07;3;11/05/2019 15:02;11/05/2019 15:07;Oui, de temps en temps;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous ne saviez pas que cela était possible;Non;Oui;Oui;Non;Non;;Oui;Oui;Non;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
1354;11/05/2019 15:09;3;11/05/2019 15:06;11/05/2019 15:08;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;Non;Non;;Non;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Une femme
1355;11/05/2019 15:58;3;11/05/2019 15:55;11/05/2019 15:58;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;;Oui;Aucune suite donnée au signalement;;;Oui;Non;;;Non;Non;Non;Oui;Non;;Non;Non;Oui;Oui;Oui;Non;Non;;Oui;Non;Non;Non;Non;;Non;Non;Non;Non;Oui;;Entre 40 et 59 ans;Une femme
1356;11/05/2019 17:21;3;11/05/2019 17:18;11/05/2019 17:21;Oui, souvent;Oui;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous ne saviez pas que cela était possible;Non;;;Vous ne saviez pas que cela était possible;Non;Oui;Oui;Non;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Entre 25 et 39 ans;Une femme
1357;11/05/2019 18:22;3;11/05/2019 18:19;11/05/2019 18:22;Oui, souvent;Non;Oui;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;;Oui;Autre;Quelquefois retirés, d'autres fois non.;;Oui;Je ne sais pas;;;Oui;Oui;Oui;Oui;Non;;Non;Oui;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Une femme
1358;11/05/2019 18:33;3;11/05/2019 18:31;11/05/2019 18:33;Oui, souvent;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous ne saviez pas que cela était possible;Non;Oui;Non;Non;Non;;Non;Non;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Oui;Oui;Non;Non;Non;;Entre 18 et 24 ans;Une femme
1359;11/05/2019 19:48;3;11/05/2019 19:46;11/05/2019 19:48;Oui, de temps en temps;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;Oui;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 60 et 69 ans;Une femme
1360;11/05/2019 20:37;3;11/05/2019 20:34;11/05/2019 20:37;Oui, de temps en temps;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Oui;;Oui;Je ne sais pas;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Oui;Oui;Non;;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Oui;;Non;Non;Non;Oui;Non;;Entre 40 et 59 ans;Une femme
1361;11/05/2019 21:04;3;11/05/2019 21:02;11/05/2019 21:04;Oui, rarement;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Non;Oui;Oui;Oui;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Oui;Non;Non;Non;Non;;Non;Oui;Non;Non;Non;;70 ans et plus;Une femme
1362;11/05/2019 22:13;3;11/05/2019 22:12;11/05/2019 22:13;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Non;Non;Non;Oui;Non;;Non;Non;Oui;Non;Non;Oui;Non;;Oui;Non;Non;Oui;Non;;Non;Non;Non;Oui;Non;;Entre 25 et 39 ans;Un homme
